id;subject;question_text;option_a;option_b;option_c;option_d;correct_answer;feedback;level_label;concept_id;concept_confidence
a51a3c26-f6d6-4abb-9562-a403969ef7fa;A3 Financing;VA provides additional benefit beyond no down payment by:;Inspecting property;Regulating interest rate;Paying closing costs;Guaranteeing a portion of the loan;D;VA guarantees part of the loan to protect lenders from default.;easy;A3.amortization_interest;0.97
fa32f973-dcce-45a3-82cb-aea76258b0bd;A3 Financing;Truth in Lending Act (Regulation Z) applies:;If loan secured by residence;Loan ≥ $50k;Commercial/agricultural loans;Business loans;A;TILA applies when loans are secured by residential property.;medium;A3.general;0.45
df1da855-84d0-4ffd-8f61-74766fcbda81;A3 Financing;In some states, the instrument used instead of a mortgage is a:;Negotiable instrument;Release deed;Promissory note;Deed of trust;D;A deed of trust is an alternative to a mortgage for securing a loan.;easy;A3.mortgage_basics;0.99
d89c9077-4455-4055-b414-95a37a76366a;A3 Financing;Mortgage applicants may NOT be evaluated on:;Immigration status;National origin;Source of income;Number/ages of dependents;B;National origin is a protected class under the Equal Credit Opportunity Act.;easy;A3.mortgage_basics;0.97
7090364b-c948-4b28-8e03-28a09f915eb6;A3 Financing;Which might lend money to buy a home?;Investment group;Credit union;Mortgage broker;Secondary market company;B;Credit unions lend directly to members for home purchases.;easy;A3.loan_types_fha_va;0.97
d6d8a06c-acda-493d-a2b0-0054136b9f91;A3 Financing;At closing, the mortgagor must:;Execute purchase agreement;Secure deed by signing mortgage;Assign note to third party;Secure note by signing mortgage;D;Borrower signs the promissory note, secured by the mortgage.;easy;A3.mortgage_basics;0.99
b6e11247-ea4a-47d4-8670-03837d95f4a5;A3 Financing;After mortgage is paid in full, borrower should:;Obtain deed of partial reconveyance;Return mortgage to lender;Record satisfaction of mortgage;Keep paid note in safe;C;Recording satisfaction confirms lien has been released.;easy;A3.mortgage_basics;0.98
f193685f-2011-4a9b-868f-c3311b51b74a;A1 Real Property;A Realtor® must maintain membership in which of the following trade organization?;NAHB;NAR;NAREB;IREM;B;Only individuals who maintain membership in the National Association of Realtors (NAR) are allowed to call themselves a Realtor®;easy;A1.general;0.45
fd427f46-a469-454b-8476-2bb96d0adec8;A3 Financing;Mortgage where seller extends credit to buyer:;Growing equity mortgage;Package mortgage;Purchase money mortgage;Blanket mortgage;C;Purchase money mortgage is seller-financed for all/part of purchase price.;easy;A3.mortgage_basics;0.97
3599f8b4-e614-4736-b13e-850b7c4f0c53;A3 Financing;When supply decreases:;Prices & demand drop;Demand drops, prices rise;Demand rises, prices drop;Prices & demand rise;D;Lower supply often increases both prices and demand.;easy;A3.general;0.45
036d6cec-4df4-4ccd-94c1-5516a107305a;A3 Financing;Finance fee charged by lender is a:;Advance interest;Loan origination fee;Prepayment penalty;Prepayment of mortgage insurance;B;Loan origination fee is the upfront charge to make the loan.;easy;A3.loan_types_fha_va;0.97
39290d56-ac81-4b1f-b9f8-dc3ec18b0f11;A3 Financing;Not true of conventional loans:;Require higher down payment;Requirements uniformly fixed by state law;Policy requirements not uniform;Made without gov’t insurance;B;Conventional loan requirements vary by lender, not state law.;easy;A3.loan_types_fha_va;0.97
a4e235cc-4b27-49ec-a2b8-2eb443151328;A3 Financing;Lender discouraging loan in minority area is:;Redlining;Steering;Blockbusting;Panic selling;A;Redlining is illegal discrimination based on neighborhood demographics.;easy;A3.general;0.45
412ca0d1-4614-4f7a-80d7-3731b3e0996a;A3 Financing;Two friends hold property with right of survivorship. Form of ownership:;Tenants in common;Joint tenants;Community property;Tenants by entirety;B;Joint tenants have equal interest and survivorship rights.;easy;A3.general;0.45
3b75498c-fe3d-41f5-baf5-c763c33a3600;A3 Financing;When appraising commercial property, most concern is:;Income generated;Total debt service;Accrued depreciation;Sales prices of comparables;A;Income approach is key in commercial property appraisal.;easy;A3.amortization_interest;0.97
646f420a-c8f2-4fbd-af5e-daf06a97983f;A3 Financing;The primary activity of Fannie Mae is to:;act in tandem with Ginnie Mae to provide special assistance in times of tight money;buy and pool blocks of conventional mortgages and sell bonds that use them as security;buy and sell only VA and FHA mortgages;guarantee mortgages with the full faith and credit of the federal government;B;Fannie Mae buys existing conventional mortgages, pools them, and sells bonds backed by these pools. Ginnie Mae handles VA/FHA loans.;easy;A3.loan_types_fha_va;0.99
7354fca4-96cf-4eaf-bc70-24a8e929fef3;A3 Financing;Which of the following is true regarding an FHA insured loan transaction?;discount points may be paid by the seller or the buyer;interest rate is set by the FHA;mortgage insurance premium may be paid by either the seller or the buyer;mortgage insurance premium must be paid by the seller;A;"Either the seller or buyer may pay discount points. FHA does not set interest rates; MIP is paid by the buyer.";easy;A3.loan_types_fha_va;0.99
49636f75-ac76-404b-8348-487eef878026;A3 Financing;Federal income tax regulations allow homeowners to reduce their taxable income by amounts paid for;repairs and maintenance;real estate property taxes and interest;both principal and interest;hazard insurance premiums;B;Real estate taxes and mortgage interest are deductible. Repairs, maintenance, and insurance are not.;easy;A3.mortgage_basics;0.97
ade0b58a-9788-4e66-b327-f007d583f53a;B1 Contracts;Buyer enters verbal contract for house with earnest money. Legally:;Unenforceable;Executed;Void;Enforceable;A;Verbal real estate contract is unenforceable under the Statute of Frauds until written.;medium;B1.statute_of_frauds;0.99
2a24dadf-9152-4433-9381-0dcdc7d6e7a1;A3 Financing;A lender's interest in a mortgage loan with a high LTV (loan-to-value) ratio is protected by obtaining additional security from:;impound accounts;the borrower's note;private mortgage insurance;title insurance;C;Loans over 80% LTV typically require PMI to protect the lender. Title insurance and impound accounts serve other purposes.;easy;A3.loan_types_fha_va;0.98
9616c807-83f7-420e-becc-48228c648392;A3 Financing;A purchaser is qualified to obtain an FHA loan for his new home. Through which of the following would he obtain his loan?;An FHA lender;The FHA;Fannie Mae;Freddie Mac;A;FHA loans are made through FHA-approved lenders. FHA insures loans but does not lend directly.;easy;A3.loan_types_fha_va;0.99
7a22d49b-b101-4bca-a21b-2bccc397c291;A3 Financing;The CFPB (Consumer Financial Protection Bureau) requires that:;brokers are responsible for verifying the new loan disclosure matches the new loan estimate;lenders provide the borrower with a new loan estimate at the time of application or no more than three days after application;real estate brokers and lenders must include the APR and all charges in all real estate advertisements;lenders provide a closing statement to all purchasers of residential or commercial properties;B;CFPB/TRID requires lenders to provide a loan estimate within three business days of application.;easy;A3.amortization_interest;0.97
98e0512e-f725-47b9-9bc0-5a88848a2944;A3 Financing;The term of a loan is the;time required to underwrite the loan;years required to pay private mortgage insurance;length of time the borrower has to repay the loan;time period in which a borrower may cancel a loan contract;C;Loan term is the length of time the borrower has to repay the loan.;easy;A3.loan_types_fha_va;0.97
a8507416-40e0-4b9b-bdbd-6ffef0f21742;A3 Financing;What is the clause in a mortgage instrument that prevents the assumption of a mortgage by a new purchaser without the lender's permission?;due-on-sale clause;power of sale clause;acceleration clause;defeasance clause;A;Due-on-sale clause prevents assumption of the mortgage without lender approval.;easy;A3.mortgage_basics;0.98
406cee81-409f-4d09-8059-3fdc4e52cddf;A3 Financing;Fee for services means;working only with for-sale-by-owners;providing consumers all the same services for a discounted price;allowing non-licensees to conduct real estate transactions;the consumer only pays for services actually used;D;Fee-for-service allows the consumer to pay only for the services actually used.;easy;A3.general;0.45
c1103b07-c17f-48f3-9162-97ee6ba3b094;A3 Financing;A homeowner has owned her house for over 65 years. It has fallen into disrepair, but because she lives on a fixed income, she does not have the money to make the needed repairs. She has a considerable amount of equity in the house. What type of loan would BEST provide her the funds to make the necessary repairs?;Blanket loan;Open-end loan;Reverse-mortgage;Home equity loan;C;Reverse mortgage allows seniors to borrow against home equity without monthly payments until sale, default, or death.;easy;A3.mortgage_basics;0.97
fc1dc344-c543-48b0-b11a-e879a10554a0;A3 Financing;The right of borrowers who have defaulted on a loan to redeem their property after the sale of a foreclosure for a certain period of time established by law is called a(n):;owner's right of redemption;mortgagee's right of redemption;statutory right of redemption;equitable right of redemption;C;Statutory right of redemption allows borrowers to reclaim property after foreclosure within a legal period.;medium;A3.mortgage_basics;0.98
b438ce62-4d3d-47dd-9e5f-966e062be297;A3 Financing;Conventional loans are viewed as the MOST secure loans because;private mortgage insurance protects the lender for the full amount of the loan;they are not purchased by investors in the secondary mortgage market;they are government insured loans;their loan-to-value ratios are often lower than other types of loans;D;Conventional loans usually have down payments ≥20%, resulting in lower LTV and higher security.;easy;A3.loan_types_fha_va;0.99
204863f4-23d8-4bd9-b58a-0279b38aa9ec;A3 Financing;Conventional loans are viewed as the MOST secure loans because;they are government insured loans;they are not purchased by investors in the secondary mortgage market;their loan-to-value ratios are often lower than other types of loans;private mortgage insurance protects the lender for the full amount of the loan;C;Lower LTV ratios make conventional loans less risky.;easy;A3.loan_types_fha_va;0.99
23f362cf-539b-4384-bc0f-7303e37fb4fe;A3 Financing;A loan fee charged by a lender to increase the lender's yield on a loan is:;the interest;the yield;the principal;a discount point;D;Discount points increase lender yield. One point = 1% of loan amount.;easy;A3.amortization_interest;0.97
2370ae97-b76a-4d14-be30-ad47baaf2c2b;A3 Financing;In a fully amortized loan:;interest may be paid in arrears, at the end of each period during which it is accrued;only the interest is paid in each payment period;the final interest payment will be determined after the last payment is made;the interest portion of each payment increases throughout the term of the loan;A;"Interest is usually paid in arrears; payments first cover interest, then principal.";medium;A3.amortization_interest;0.98
